TO_Time_UTC, jNO2_up, jNO2_down, jNO2_total, NO_ppbv, NO2_ppbv, NOy_ppbv, O3_ppbv, NOx_ppbv, Ox_ppbv, CO2_ppm, CO2_i_ppm, CH4_ppb, CH4_i_ppb, CO_ppb, CO_i_ppb, H2O_pct, H2O_i_pct, AmbTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd, Heading, Pitch, Roll, TrueAirSpd, GPSAlt, GPSLat, GPSLon
60704,0.01003,0.001848,0.01188,-0.043,0.061,0.121,53.051,0.018,53.112,409.05,409.05,,1886.5,,68.8,1.115,1.115,,,,,,,,,,,2001.92,38.848,-121.363
60705,0.01003,0.001839,0.01187,-0.069,0.037,0.179,53.355,-0.032,53.392,,409.02,1886.4,1886.4,,66.9,,1.118,,,,,,,,,,,2004.21,38.849,-121.364
60706,0.01003,0.001883,0.01191,-0.103,0.085,0.197,52.964,-0.018,53.049,,408.97,,1886.4,65.7,66.0,1.122,1.121,,,,,,,,,,,2007.83,38.849,-121.365
60707,0.01003,0.001839,0.01187,-0.004,0.03,0.114,53.293,0.026,53.323,408.95,408.96,1886.4,1886.4,,66.9,,1.121,,,,,,,,,,,2010.72,38.849,-121.366
60708,0.01003,0.001848,0.01188,-0.129,0.09,0.214,53.158,-0.039,53.248,,409.0,,1886.4,67.9,67.9,,1.118,,,,,,,,,,,2013.91,38.849,-121.366
60709,0.01004,0.001839,0.01188,-0.062,0.068,0.045,53.298,0.006,53.366,409.03,409.04,1886.3,1886.3,,71.1,1.116,1.116,,,,,,,,,,,2014.8,38.849,-121.367
60710,0.01004,0.001848,0.01189,-0.184,0.082,0.121,53.073,-0.102,53.155,,409.06,,1886.5,75.3,74.4,,1.116,,,,,,,,,,,2017.71,38.85,-121.367
60711,0.01007,0.001848,0.01192,0.156,0.025,0.236,53.377,0.181,53.402,409.08,409.08,,1886.8,,73.6,1.116,1.116,,,,,,,,,,,2020.79,38.85,-121.368
60712,0.01006,0.001857,0.01192,0.165,0.045,0.128,53.337,0.21,53.382,,409.08,1887.0,1887.0,,71.2,,1.113,,,,,,,,,,,2023.89,38.85,-121.369
60713,0.01008,0.001865,0.01194,0.029,0.045,0.089,53.159,0.074,53.204,409.08,409.08,,1887.0,69.8,70.2,1.11,1.111,,,,,,,,,,,2026.15,38.85,-121.37
60714,0.01008,0.001814,0.01189,0.06,-0.014,0.214,53.25,0.046,53.237,,409.08,1887.0,1887.0,,71.2,,1.111,,,,,,,,,,,2027.92,38.85,-121.37
60715,0.01008,0.001839,0.01192,-0.045,0.004,0.125,,-0.041,,,409.09,,1886.7,72.0,71.9,,1.112,,,,,,,,,,,2031.56,38.85,-121.371
60716,0.01009,0.001874,0.01197,-0.025,0.048,0.217,,0.023,,409.1,409.09,1886.4,1886.5,,70.5,1.113,1.113,,,,,,,,,,,2032.88,38.851,-121.371
60717,0.01006,0.001857,0.01192,0.015,0.098,0.349,,0.112,,,409.08,,1886.3,69.0,69.2,,1.113,,,,,,,,,,,2037.21,38.851,-121.373
60718,0.01007,0.001848,0.01192,0.018,0.09,0.145,52.81,0.108,52.9,409.07,409.07,,1886.2,,69.0,1.114,1.114,,,,,,,,,,,2037.86,38.851,-121.373
60719,0.01006,0.001857,0.01192,0.005,0.041,0.111,53.126,0.046,53.167,,409.03,1886.2,1886.2,69.1,69.1,,1.115,,,,,,,,,,,2040.32,38.851,-121.373
60720,0.01008,0.001831,0.01191,-0.157,0.032,0.098,53.269,-0.125,53.301,408.97,408.99,,1886.2,,68.7,1.117,1.117,,,,,,,,,,,2043.31,38.851,-121.374
60721,0.01009,0.001865,0.01196,-0.192,0.112,0.16,53.107,-0.081,53.219,,408.95,1886.2,1886.2,,67.9,,1.119,,,,,,,,,,,2046.59,38.852,-121.375
60722,0.01007,0.001891,0.01196,-0.177,0.062,0.211,53.135,-0.115,53.197,,408.91,,1886.3,67.3,67.5,1.123,1.122,,,,,,,,,,,2048.95,38.852,-121.376
60723,0.01008,0.001917,0.01199,0.04,0.051,0.152,53.172,0.091,53.223,408.88,408.86,1886.4,1886.4,,68.2,,1.125,,,,,,,,,,,2051.51,38.852,-121.376
60724,0.01007,0.001865,0.01193,-0.064,0.004,0.098,53.022,-0.06,53.026,,408.79,,1886.4,69.1,69.0,,1.129,,,,,,,,,,,2055.12,38.852,-121.377
60725,0.01005,0.0019,0.01195,0.132,0.06,0.09,53.037,0.192,53.097,408.72,408.72,1886.5,1886.5,,70.9,1.131,1.133,,,,,,,,,,,2057.89,38.852,-121.378
60726,0.01008,0.001926,0.012,0.131,0.005,0.084,53.008,0.136,53.013,,408.71,,1886.4,73.6,72.9,,1.139,,,,,,,,,,,2061.64,38.852,-121.379
60727,0.01004,0.00196,0.012,0.032,0.028,0.088,53.058,0.06,53.086,408.69,408.69,,1886.3,,72.2,1.145,1.144,,,,,,,,,,,2062.34,38.853,-121.379
60728,0.01004,0.001926,0.01197,-0.132,0.054,0.07,53.138,-0.077,53.192,,408.69,1886.1,1886.2,,70.0,,1.144,,,,,,,,,,,2065.21,38.853,-121.38
60729,0.01003,0.001917,0.01194,-0.028,0.07,0.077,53.07,0.042,53.14,,408.7,,1886.2,68.4,69.2,1.143,1.143,,,,,,,,,,,2069.17,38.853,-121.38
60730,0.01003,0.001943,0.01197,0.13,0.012,0.149,53.232,0.142,53.244,408.7,408.7,1886.2,1886.2,,71.7,,1.142,,,,,,,,,,,2072.76,38.853,-121.381
60731,0.01002,0.001934,0.01195,0.003,0.059,0.099,53.259,0.062,53.318,,408.71,,1886.1,74.1,74.2,,1.141,,,,,,,,,,,2077.32,38.853,-121.382
60732,0.01003,0.001874,0.0119,0.078,0.023,0.103,53.137,0.101,53.161,408.71,408.72,1886.0,1886.0,,76.4,1.141,1.14,,,,,,,,,,,2080.9,38.854,-121.383
60733,0.01003,0.001908,0.01194,0.096,0.052,0.045,53.218,0.148,53.27,,408.73,,1886.0,79.2,78.6,,1.137,,,,,,,,,,,2082.52,38.854,-121.383
60734,0.01002,0.001908,0.01192,0.074,0.048,0.067,53.212,0.122,53.259,408.75,408.75,,1886.0,,77.9,1.135,1.135,,,,,,,,,,,2087.17,38.854,-121.384
60735,0.01003,0.001874,0.0119,0.03,0.033,0.04,53.188,0.063,53.221,,408.75,1886.0,1886.0,,76.2,,1.134,,,,,,,,,,,2090.52,38.854,-121.384
60736,0.01001,0.001883,0.01189,-0.012,0.033,-0.002,52.935,0.02,52.967,408.74,408.75,,1886.1,75.2,74.2,1.134,1.134,,,,,,,,,,,2096.6,38.855,-121.385
60737,0.01003,0.001891,0.01192,0.007,0.081,0.172,53.025,0.088,53.106,,408.74,1886.1,1886.1,,71.8,,1.134,,,,,,,,,,,2099.58,38.855,-121.386
60738,0.01003,0.001883,0.01192,0.028,0.017,-0.066,53.231,0.044,53.248,,408.72,,1886.2,69.8,69.8,,1.134,,,,,,,,,,,2106.02,38.855,-121.387
60739,0.01004,0.001891,0.01193,-0.033,0.025,0.146,53.176,-0.008,53.201,408.71,408.71,1886.3,1886.2,,70.0,1.134,1.134,,,,,,,,,,,2107.06,38.855,-121.387
60740,0.01006,0.0019,0.01196,-0.028,0.032,-0.026,52.995,0.004,53.027,,408.7,,1886.5,70.2,70.1,,1.133,,,,,,,,,,,2112.14,38.856,-121.388
60741,0.01005,0.001874,0.01192,0.012,-0.012,0.036,53.267,0.0,53.254,408.7,408.7,,1886.7,,71.8,1.132,1.132,,,,,,,,,,,2116.04,38.856,-121.388
60742,0.01004,0.001883,0.01193,0.063,-0.021,0.038,53.041,0.041,53.019,,408.69,1886.9,1886.9,74.9,73.9,,1.136,,,,,,,,,,,2120.49,38.856,-121.389
60743,0.01004,0.001874,0.01192,0.046,-0.023,0.005,53.262,0.023,53.239,408.67,408.67,,1886.8,,74.9,1.14,1.14,,,,,,,,,,,2124.02,38.857,-121.39
60744,0.01005,0.0019,0.01195,-0.106,0.04,0.13,53.456,-0.066,53.497,,408.66,1886.8,1886.8,,75.0,,1.141,,,,,,,,,,,2125.78,38.857,-121.39
60745,0.0101,0.001874,0.01198,0.14,-0.005,0.074,53.108,0.134,53.103,,408.66,,1886.9,75.1,74.8,,1.143,,,,,,,,,,,2131.67,38.857,-121.391
60746,0.01007,0.001865,0.01193,-0.16,0.075,0.109,53.05,-0.085,53.124,408.65,408.65,1887.0,1887.0,,72.7,1.143,1.144,,,,,,,,,,,2134.93,38.858,-121.391
60747,0.01008,0.001814,0.01189,-0.06,0.078,0.122,53.112,0.018,53.19,,408.65,,1887.0,70.3,70.6,,1.145,,,,,,,,,,,2136.27,38.858,-121.392
60748,0.01008,0.001891,0.01197,0.001,0.068,0.03,53.213,0.069,53.281,408.65,408.65,,1887.1,,71.2,1.146,1.148,,,,,,,,,,,2140.33,38.858,-121.392
60749,0.01011,0.0019,0.01201,0.193,0.009,0.287,53.346,0.202,53.355,,408.58,1887.1,1887.0,72.7,72.2,,1.155,,,,,,,,,,,2143.43,38.858,-121.393
60750,0.01011,0.0019,0.01201,0.067,0.058,0.169,53.36,0.125,53.419,408.47,408.49,,1886.7,,74.4,1.163,1.162,,,,,,,,,,,2147.63,38.859,-121.394
60751,0.01011,0.001891,0.012,-0.092,0.061,0.132,53.098,-0.031,53.159,,408.52,1886.5,1886.5,,77.4,,1.161,,,,,,,,,,,2150.38,38.859,-121.394
60752,0.01013,0.001883,0.01201,0.127,0.059,0.136,53.459,0.186,53.519,,408.61,,1886.8,79.8,79.4,1.159,1.16,,,,,,,,,,,2151.7,38.859,-121.395
60753,0.01011,0.001883,0.01199,0.068,-0.037,0.008,53.359,0.031,53.322,408.66,408.69,1887.0,1887.0,,77.9,,1.154,,,,,,,,,,,2155.13,38.86,-121.395
60754,0.0101,0.001865,0.01197,0.172,-0.031,0.1,53.375,0.142,53.344,,408.79,,1887.2,76.2,76.3,,1.144,,,,,,,,,,,2157.62,38.86,-121.396
60755,0.01009,0.001891,0.01199,-0.02,0.08,0.211,53.334,0.059,53.414,408.89,408.89,1887.5,1887.4,,74.7,1.136,1.137,,,,,,,,,,,2161.35,38.86,-121.397
60756,0.01013,0.001874,0.012,0.002,0.027,0.074,53.307,0.028,53.334,,408.86,,1887.4,72.5,73.1,,1.139,,,,,,,,,,,2163.63,38.861,-121.397
60757,0.01012,0.001908,0.01203,0.03,0.034,0.09,53.4,0.063,53.434,408.81,408.82,,1887.3,,73.4,1.141,1.141,,,,,,,,,,,2165.0,38.861,-121.398
60758,0.01011,0.0019,0.01201,-0.051,0.077,0.16,53.48,0.026,53.556,,408.86,1887.2,1887.3,,75.0,,1.133,,,,,,,,,,,2168.25,38.861,-121.398
60759,0.01009,0.001908,0.012,0.01,0.026,0.094,53.596,0.036,53.622,,408.94,,1887.6,76.0,76.4,1.121,1.124,,,,,,,,,,,2170.5,38.862,-121.399
60760,0.01009,0.001926,0.01202,0.13,0.075,0.102,53.411,0.205,53.487,408.98,409.01,1887.8,1887.8,,77.8,,1.117,,,,,,,,,,,2174.85,38.862,-121.4
60761,0.01011,0.001917,0.01203,0.07,-0.02,0.091,53.62,0.05,53.6,,409.08,,1887.9,79.1,79.0,,1.112,,,,,,,,,,,2176.43,38.862,-121.4
60762,0.01009,0.001926,0.01201,0.081,-0.012,0.107,53.684,0.069,53.671,409.14,409.16,1888.0,1888.0,,77.1,1.108,1.104,,,,,,,,,,,2182.43,38.863,-121.401
60763,0.01009,0.0019,0.01199,0.006,0.063,0.197,53.239,0.069,53.302,,409.3,,1888.3,74.6,75.1,,1.092,,,,,,,,,,,2183.35,38.863,-121.401
60764,0.01009,0.0019,0.01199,0.135,-0.052,0.073,53.307,0.083,53.255,409.48,409.45,,1888.8,,74.4,1.08,1.079,,,,,,,,,,,2188.21,38.863,-121.402
60765,0.01009,0.001891,0.01199,0.065,0.03,0.125,53.202,0.095,53.232,,409.85,1889.1,1889.5,,74.2,,1.032,,,,,,,,,,,2191.26,38.864,-121.402
60766,0.01013,0.0019,0.01203,0.095,-0.048,0.058,53.272,0.048,53.224,,410.3,,1890.8,74.0,72.5,0.972,0.985,,,,,,,,,,,2193.34,38.864,-121.403
60767,0.01011,0.0019,0.01201,0.049,0.007,0.187,53.202,0.056,53.209,410.54,410.61,1892.1,1892.1,,68.8,,0.944,,,,,,,,,,,2199.45,38.865,-121.404
60768,0.01013,0.0019,0.01203,-0.018,0.072,0.031,52.868,0.055,52.94,,410.75,,1892.4,65.4,65.4,,0.905,,,,,,,,,,,2200.4,38.865,-121.404
60769,0.01009,0.001926,0.01201,-0.005,0.044,0.107,53.022,0.038,53.066,410.87,410.85,1892.9,1892.8,,65.2,0.883,0.888,,,,,,,,,,,2203.85,38.865,-121.404
60770,0.01011,0.001917,0.01203,0.129,0.009,-0.001,53.064,0.138,53.074,,410.73,,1892.6,65.0,65.0,,0.903,,,,,,,,,,,2208.46,38.865,-121.405
60771,0.01011,0.0019,0.01201,0.077,-0.002,0.122,52.897,0.074,52.895,410.6,410.61,,1892.3,,65.0,0.915,0.917,,,,,,,,,,,2211.24,38.866,-121.405
60772,0.01013,0.001874,0.012,0.038,-0.009,0.031,53.305,0.029,53.296,,410.45,1892.1,1892.0,,65.0,,0.934,,,,,,,,,,,2216.71,38.866,-121.406
60773,0.01013,0.0019,0.01203,-0.095,0.042,0.177,53.044,-0.054,53.086,410.2,410.28,,1891.6,65.0,66.0,0.954,0.951,,,,,,,,,,,2219.26,38.867,-121.407
60774,0.01014,0.001917,0.01205,-0.076,0.045,0.068,52.883,-0.03,52.929,,410.1,1891.3,1891.3,,68.1,,0.972,,,,,,,,,,,2225.17,38.867,-121.408
60775,0.01014,0.001908,0.01205,0.044,0.004,0.048,53.186,0.048,53.19,,409.91,,1890.8,69.9,69.9,,0.995,,,,,,,,,,,2226.13,38.867,-121.408
60776,0.01014,0.001908,0.01205,0.101,0.029,0.013,53.006,0.13,53.035,409.77,409.78,1890.2,1890.4,,69.9,1.008,1.004,,,,,,,,,,,2229.07,38.868,-121.408
60777,0.01015,0.0019,0.01205,0.115,0.023,0.083,52.954,0.138,52.977,,409.83,,1890.4,69.8,69.8,,0.996,,,,,,,,,,,2234.09,38.868,-121.409
60778,0.01014,0.001891,0.01203,0.014,0.018,0.045,52.906,0.032,52.924,409.88,409.88,,1890.6,,70.9,0.989,0.984,,,,,,,,,,,2236.28,38.868,-121.409
60779,0.01014,0.001917,0.01206,0.051,-0.004,0.094,53.056,0.047,53.052,,410.4,1890.7,1891.4,72.9,72.3,,0.942,,,,,,,,,,,2241.72,38.869,-121.41
60780,0.01016,0.001891,0.01205,0.19,-0.023,0.008,52.846,0.167,52.823,411.2,410.97,,1892.9,,71.4,0.894,0.901,,,,,,,,,,,2242.6,38.869,-121.41
60781,0.01015,0.001908,0.01206,0.133,0.073,-0.006,52.883,0.207,52.956,,411.44,1894.4,1894.4,,68.4,,0.848,,,,,,,,,,,2245.37,38.869,-121.411
60782,0.01014,0.001934,0.01208,0.099,0.029,0.137,52.851,0.128,52.88,,411.84,,1895.5,66.1,66.0,0.768,0.794,,,,,,,,,,,2249.97,38.87,-121.412
60783,0.01016,0.001891,0.01205,0.094,-0.01,-0.003,53.121,0.085,53.112,412.12,412.17,1896.8,1896.6,,65.3,,0.754,,,,,,,,,,,2251.87,38.87,-121.412
60784,0.01018,0.001908,0.01209,-0.051,-0.069,0.077,53.166,-0.12,53.096,,412.32,,1897.2,64.6,64.6,,0.728,,,,,,,,,,,2256.94,38.871,-121.413
60785,0.01016,0.001857,0.01202,-0.025,0.05,0.112,53.083,0.025,53.133,412.48,412.48,,1897.7,,63.9,0.708,0.705,,,,,,,,,,,2257.69,38.871,-121.413
60786,0.01015,0.001952,0.01211,-0.013,0.037,-0.016,,0.024,,,412.58,1897.9,1898.1,62.9,63.2,,0.69,,,,,,,,,,,2260.51,38.871,-121.413
60787,0.01014,0.001917,0.01206,0.076,-0.001,0.089,,0.075,,412.7,412.67,,1898.5,,64.5,0.673,0.675,,,,,,,,,,,2264.13,38.872,-121.414
60788,0.0102,0.001908,0.0121,0.059,0.066,0.096,,0.125,,,412.73,1898.7,1898.8,,67.2,,0.665,,,,,,,,,,,2267.58,38.872,-121.415
60789,0.01018,0.001986,0.01217,0.224,-0.043,0.07,52.966,0.181,52.922,,412.76,,1899.0,69.3,68.4,0.653,0.657,,,,,,,,,,,2270.59,38.873,-121.415
60790,0.01018,0.001917,0.0121,-0.062,0.023,0.042,53.202,-0.039,53.225,412.79,412.8,1899.3,1899.3,,64.9,,0.651,,,,,,,,,,,2274.4,38.873,-121.416
60791,0.01018,0.0019,0.01208,-0.001,-0.03,0.067,53.283,-0.031,53.253,,412.83,,1899.4,61.1,61.4,,0.648,,,,,,,,,,,2277.41,38.874,-121.416
60792,0.01022,0.001917,0.01214,0.049,0.037,0.041,53.435,0.086,53.472,412.86,412.86,1899.4,1899.4,,61.7,0.646,0.645,,,,,,,,,,,2279.91,38.874,-121.417
60793,0.01017,0.0019,0.01207,-0.061,0.012,0.091,53.323,-0.049,53.335,,412.87,,1899.5,62.5,62.2,,0.641,,,,,,,,,,,2281.27,38.874,-121.417
60794,0.01023,0.001934,0.01217,0.136,0.038,0.157,53.315,0.174,53.354,412.87,412.87,,1899.6,,62.9,0.638,0.638,,,,,,,,,,,2284.58,38.875,-121.417
60795,0.01021,0.001934,0.01215,0.135,0.055,0.154,53.217,0.19,53.272,,412.88,1899.7,1899.7,,63.5,,0.637,,,,,,,,,,,2286.9,38.875,-121.418
60796,0.01019,0.001917,0.0121,0.199,-0.006,0.125,53.643,0.193,53.636,,412.88,,1899.7,63.9,64.4,0.636,0.636,,,,,,,,,,,2290.53,38.876,-121.419
60797,0.01021,0.001917,0.01212,-0.044,0.014,0.069,53.378,-0.03,53.392,412.88,412.89,1899.7,1899.7,,66.0,,0.634,,,,,,,,,,,2291.77,38.876,-121.419
60798,0.01022,0.001926,0.01215,0.015,0.026,0.07,53.797,0.041,53.823,,412.92,,1899.8,67.6,67.6,,0.631,,,,,,,,,,,2296.53,38.877,-121.42
60799,0.01022,0.00196,0.01218,0.021,0.003,0.094,53.985,0.024,53.988,412.94,412.94,1900.0,1900.0,,67.9,0.628,0.629,,,,,,,,,,,2297.24,38.877,-121.42
60800,0.0102,0.001943,0.01214,-0.112,0.048,0.042,53.815,-0.064,53.863,,412.87,,1900.3,68.2,68.2,,0.631,,,,,,,,,,,2300.42,38.877,-121.42
60801,0.01021,0.001908,0.01212,-0.11,0.012,-0.085,53.815,-0.098,53.827,412.8,412.81,,1900.8,,66.4,0.632,0.632,,,,,,,,,,,2303.49,38.878,-121.421
60802,0.01021,0.001943,0.01215,0.062,-0.003,0.091,53.995,0.059,53.991,,412.8,1901.1,1901.2,,63.7,,0.631,,,,,,,,,,,2306.06,38.878,-121.421
60803,0.01021,0.0019,0.01211,0.223,-0.064,0.04,53.647,0.159,53.583,,412.81,,1901.4,62.1,62.5,0.63,0.63,,,,,,,,,,,2310.43,38.879,-121.422
60804,0.01025,0.001908,0.01216,0.114,0.029,0.027,53.524,0.143,53.553,412.82,412.82,1901.6,1901.5,,63.7,,0.63,,,,,,,,,,,2313.1,38.879,-121.423
60805,0.01025,0.001943,0.01219,0.256,-0.019,0.045,53.8,0.237,53.78,,412.83,,1901.6,64.9,64.8,,0.63,,,,,,,,,,,2317.22,38.879,-121.423
60806,0.01022,0.001908,0.01213,0.098,0.012,-0.017,53.927,0.11,53.939,412.84,412.85,1901.7,1901.7,,63.6,0.63,0.628,,,,,,,,,,,2317.99,38.88,-121.423
60807,0.01023,0.001969,0.0122,0.092,0.04,0.029,54.341,0.132,54.381,,412.9,,1901.9,62.0,62.3,,0.621,,,,,,,,,,,2320.7,38.88,-121.424
60808,0.01023,0.001943,0.01217,0.04,0.027,0.102,54.436,0.068,54.464,412.96,412.95,,1902.2,,63.3,0.615,0.616,,,,,,,,,,,2325.06,38.88,-121.425
60809,0.01021,0.001943,0.01216,-0.079,0.014,0.059,54.921,-0.066,54.934,,412.95,1902.4,1902.4,,65.1,,0.618,,,,,,,,,,,2326.73,38.881,-121.425
60810,0.01021,0.001934,0.01214,0.235,-0.012,0.042,55.026,0.223,55.014,412.94,412.94,,1902.3,66.1,65.1,0.621,0.62,,,,,,,,,,,2332.27,38.881,-121.426
60811,0.01023,0.001977,0.01221,0.154,-0.023,0.008,55.428,0.131,55.406,,412.94,1902.2,1902.2,,62.6,,0.618,,,,,,,,,,,2333.09,38.881,-121.426
60812,0.01023,0.00196,0.01219,-0.018,0.016,0.102,55.341,-0.002,55.357,,412.96,,1902.6,60.5,60.5,,0.614,,,,,,,,,,,2336.56,38.882,-121.427
60813,0.01024,0.001943,0.01218,0.018,0.044,0.03,55.423,0.063,55.467,412.97,412.98,1903.2,1903.0,,59.9,0.612,0.61,,,,,,,,,,,2340.07,38.882,-121.427
60814,0.01021,0.00196,0.01217,0.047,0.075,0.062,55.133,0.122,55.207,,413.02,,1903.2,59.3,59.4,,0.605,,,,,,,,,,,2343.54,38.883,-121.428
60815,0.01023,0.001926,0.01216,0.104,0.011,-0.031,55.472,0.115,55.483,413.06,413.06,,1903.4,,60.3,0.601,0.6,,,,,,,,,,,2346.69,38.883,-121.428
60816,0.01021,0.001995,0.01221,-0.029,0.003,0.107,55.486,-0.026,55.489,,413.09,1903.4,1903.5,62.0,61.4,,0.594,,,,,,,,,,,2349.77,38.884,-121.429
60817,0.01021,0.001952,0.01216,-0.043,0.029,-0.001,55.544,-0.014,55.573,413.14,413.13,,1903.5,,62.4,0.587,0.588,,,,,,,,,,,2352.98,38.884,-121.429
60818,0.01021,0.001917,0.01213,-0.022,0.021,0.057,55.272,-0.001,55.294,,413.13,1903.6,1903.6,,63.1,,0.586,,,,,,,,,,,2355.3,38.884,-121.43
60819,0.01021,0.001977,0.01219,0.162,-0.027,-0.035,55.386,0.135,55.358,,413.11,,1903.6,63.7,63.3,0.585,0.586,,,,,,,,,,,2357.03,38.885,-121.43
60820,0.01021,0.001926,0.01214,0.07,-0.029,0.015,55.417,0.042,55.388,413.09,413.09,1903.5,1903.5,,61.4,,0.586,,,,,,,,,,,2360.49,38.885,-121.431
60821,0.01021,0.001977,0.01218,-0.008,-0.008,0.08,55.457,-0.015,55.45,,413.09,,1903.3,59.3,59.4,,0.587,,,,,,,,,,,2362.92,38.885,-121.431
60822,0.01023,0.001969,0.0122,-0.023,0.013,0.109,55.5,-0.01,55.513,413.09,413.09,,1903.0,,59.9,0.588,0.588,,,,,,,,,,,2367.2,38.886,-121.432
60823,0.01022,0.001995,0.01222,0.056,-0.004,0.065,55.796,0.052,55.792,,413.1,1902.9,1903.0,60.8,60.5,,0.587,,,,,,,,,,,2370.73,38.886,-121.433
60824,0.01021,0.001943,0.01215,0.057,0.005,0.105,56.051,0.062,56.056,413.11,413.11,,1903.3,,61.5,0.586,0.586,,,,,,,,,,,2374.4,38.887,-121.433
60825,0.01021,0.002038,0.01224,0.109,0.006,0.013,56.183,0.115,56.189,,413.16,1903.6,1903.7,,62.5,,0.581,,,,,,,,,,,2375.38,38.887,-121.433
60826,0.01016,0.002003,0.01216,-0.007,0.052,0.033,55.839,0.045,55.891,,413.23,,1904.0,63.2,63.1,0.575,0.577,,,,,,,,,,,2378.4,38.887,-121.434
60827,0.01016,0.002012,0.01217,-0.171,0.065,0.046,55.763,-0.106,55.828,413.27,413.29,1904.3,1904.3,,62.5,,0.572,,,,,,,,,,,2382.49,38.888,-121.434
60828,0.01021,0.001986,0.01219,0.076,0.05,-0.02,55.534,0.125,55.584,,413.34,,1904.4,62.0,62.0,,0.566,,,,,,,,,,,2387.35,38.888,-121.435
60829,0.01022,0.001995,0.01222,-0.044,0.03,0.031,55.544,-0.013,55.575,413.39,413.4,1904.4,1904.4,,59.8,0.563,0.561,,,,,,,,,,,2389.97,38.889,-121.436
60830,0.01022,0.001977,0.0122,-0.058,0.056,0.098,55.458,-0.002,55.514,,413.43,,1904.5,57.1,57.6,,0.557,,,,,,,,,,,2391.81,38.889,-121.436
60831,0.01024,0.001977,0.01222,0.009,0.012,0.142,55.659,0.021,55.671,413.47,413.47,,1904.7,,58.8,0.553,0.553,,,,,,,,,,,2397.57,38.89,-121.437
60832,0.01025,0.002003,0.01225,0.078,0.023,0.06,56.026,0.101,56.049,,413.49,1904.8,1904.8,,61.1,,0.549,,,,,,,,,,,2398.48,38.89,-121.437
60833,0.01023,0.001977,0.01221,0.08,-0.019,0.011,56.116,0.061,56.096,413.51,413.5,,1905.1,62.4,62.1,0.544,0.545,,,,,,,,,,,2402.51,38.89,-121.438
60834,0.01024,0.001977,0.01222,0.05,-0.038,0.012,56.689,0.012,56.651,,413.55,1905.3,1905.3,,61.6,,0.541,,,,,,,,,,,2406.17,38.891,-121.438
60835,0.01025,0.001952,0.0122,0.153,-0.003,-0.058,56.98,0.15,56.978,,413.63,,1905.4,61.1,61.7,,0.537,,,,,,,,,,,2410.05,38.891,-121.439
60836,0.01021,0.001977,0.01218,0.007,0.017,-0.012,56.899,0.024,56.916,413.68,413.69,1905.5,1905.5,,65.5,0.535,0.533,,,,,,,,,,,2413.72,38.892,-121.439
60837,0.01021,0.001969,0.01218,0.06,0.012,0.078,56.797,0.073,56.81,,413.73,,1905.6,69.7,69.2,,0.528,,,,,,,,,,,2416.19,38.892,-121.44
60838,0.01024,0.001943,0.01218,-0.06,0.056,-0.041,56.888,-0.004,56.944,413.76,413.76,,1905.8,,65.2,0.525,0.524,,,,,,,,,,,2421.33,38.892,-121.44
60839,0.01026,0.00196,0.01222,0.009,0.039,0.083,57.101,0.048,57.14,,413.77,1905.9,1905.9,57.8,60.0,,0.521,,,,,,,,,,,2422.21,38.893,-121.44
60840,0.01027,0.001952,0.01222,0.02,-0.001,0.058,56.982,0.019,56.982,413.78,413.77,,1905.9,,59.0,0.517,0.517,,,,,,,,,,,2424.87,38.893,-121.441
60841,0.01027,0.001952,0.01222,0.145,0.044,0.102,57.246,0.188,57.289,,413.82,1905.9,1906.0,,61.2,,0.511,,,,,,,,,,,2429.31,38.893,-121.442
60842,0.01032,0.001995,0.01231,0.057,-0.028,0.101,57.571,0.028,57.543,,413.9,,1906.0,62.8,62.8,0.502,0.505,,,,,,,,,,,2431.2,38.894,-121.442
60843,0.01032,0.001977,0.01229,-0.013,-0.055,0.029,57.664,-0.068,57.608,413.95,413.97,1906.1,1906.1,,62.8,,0.498,,,,,,,,,,,2434.7,38.894,-121.443
60844,0.01031,0.001977,0.01228,-0.029,0.044,0.11,57.585,0.015,57.629,,414.03,,1906.2,62.7,62.7,,0.49,,,,,,,,,,,2435.23,38.895,-121.443
60845,0.01032,0.002003,0.01232,-0.088,0.036,-0.007,57.696,-0.052,57.732,414.09,414.09,1906.4,1906.3,,63.7,0.484,0.481,,,,,,,,,,,2436.8,38.895,-121.443
60846,0.0103,0.001943,0.01224,0.031,0.03,0.166,57.94,0.061,57.971,,414.17,,1906.5,65.1,64.7,,0.473,,,,,,,,,,,2439.46,38.895,-121.444
60847,0.01032,0.00196,0.01228,0.034,0.009,-0.004,58.05,0.044,58.059,414.26,414.24,,1906.8,,64.4,0.464,0.464,,,,,,,,,,,2440.6,38.896,-121.444
60848,0.0103,0.001995,0.01229,0.097,0.021,-0.034,58.627,0.118,58.648,,414.29,1907.0,1907.1,,63.4,,0.461,,,,,,,,,,,2443.63,38.896,-121.445
60849,0.0103,0.001986,0.01229,0.091,-0.021,0.003,58.984,0.07,58.963,,414.33,,1907.3,62.7,61.8,0.456,0.457,,,,,,,,,,,2444.12,38.897,-121.445
60850,0.0103,0.002003,0.0123,0.061,0.06,0.024,59.152,0.121,59.212,414.35,414.36,1907.6,1907.6,,59.0,,0.453,,,,,,,,,,,2447.07,38.897,-121.446
